County,Precinct,Registered Voters,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Choice Total,Total Votes
Carroll,Hulett,2408.0,3.0,4.0,530.0,3.0,16.0,4.0,15.0,25.0,8.0,16.0,13.0,30.0,782.0,4.0,21.0,2.0,0.0,19.0,211.0,6.0,1712.0
Carroll,Bethany,4779.0,5.0,14.0,596.0,6.0,34.0,7.0,25.0,142.0,40.0,25.0,60.0,69.0,827.0,19.0,23.0,11.0,11.0,34.0,701.0,12.0,2661.0
Carroll,V R County South,2942.0,4.0,4.0,580.0,6.0,26.0,5.0,13.0,62.0,13.0,19.0,16.0,36.0,806.0,10.0,11.0,3.0,4.0,15.0,262.0,4.0,1899.0
Carroll,V R County North,5472.0,5.0,14.0,889.0,11.0,39.0,15.0,49.0,152.0,40.0,34.0,52.0,67.0,1218.0,17.0,33.0,10.0,3.0,42.0,692.0,12.0,3394.0
Carroll,Villa Rica City,7250.0,17.0,14.0,785.0,12.0,53.0,11.0,37.0,312.0,114.0,21.0,116.0,121.0,1060.0,37.0,26.0,9.0,8.0,43.0,1399.0,23.0,4218.0
Carroll,Temple County,4354.0,8.0,13.0,832.0,6.0,43.0,6.0,29.0,55.0,19.0,28.0,14.0,40.0,1119.0,9.0,35.0,3.0,1.0,35.0,343.0,12.0,2650.0
Carroll,Temple City,3700.0,8.0,13.0,538.0,5.0,33.0,7.0,34.0,124.0,38.0,31.0,46.0,57.0,797.0,16.0,17.0,6.0,3.0,37.0,476.0,7.0,2293.0
Carroll,Whitesburg,2190.0,2.0,0.0,541.0,1.0,18.0,3.0,17.0,19.0,4.0,16.0,9.0,12.0,596.0,6.0,12.0,1.0,4.0,25.0,158.0,3.0,1447.0
Carroll,Roopville,3200.0,1.0,7.0,729.0,2.0,15.0,6.0,23.0,36.0,7.0,23.0,11.0,20.0,1027.0,4.0,19.0,4.0,3.0,22.0,236.0,4.0,2199.0
Carroll,West Carrollton,4380.0,8.0,7.0,307.0,6.0,27.0,14.0,24.0,222.0,86.0,14.0,91.0,63.0,396.0,35.0,26.0,8.0,8.0,11.0,865.0,24.0,2242.0
Carroll,Lakeshore Rec Center,1671.0,2.0,3.0,245.0,3.0,10.0,4.0,9.0,53.0,20.0,9.0,21.0,22.0,290.0,11.0,9.0,3.0,1.0,7.0,298.0,7.0,1027.0
Carroll,Bonner,3736.0,7.0,4.0,523.0,11.0,21.0,5.0,28.0,116.0,46.0,8.0,48.0,57.0,742.0,27.0,24.0,10.0,12.0,16.0,641.0,18.0,2364.0
Carroll,University of W GA,2164.0,5.0,7.0,241.0,8.0,13.0,3.0,12.0,107.0,34.0,6.0,37.0,33.0,411.0,23.0,7.0,3.0,7.0,7.0,301.0,6.0,1271.0
Carroll,County Admin Bldg,2620.0,6.0,8.0,351.0,10.0,20.0,6.0,20.0,106.0,28.0,13.0,24.0,49.0,545.0,17.0,26.0,5.0,3.0,20.0,481.0,9.0,1747.0
Carroll,Tabernacle Church,1628.0,2.0,5.0,268.0,7.0,14.0,5.0,11.0,46.0,17.0,8.0,23.0,21.0,402.0,7.0,8.0,3.0,0.0,5.0,272.0,4.0,1128.0
Carroll,Burson Center,1466.0,2.0,2.0,237.0,4.0,11.0,3.0,9.0,41.0,12.0,11.0,11.0,18.0,337.0,5.0,8.0,0.0,1.0,9.0,240.0,5.0,966.0
Carroll,Old Camp Church,2297.0,6.0,3.0,465.0,6.0,19.0,3.0,18.0,53.0,16.0,17.0,17.0,30.0,666.0,7.0,17.0,0.0,2.0,22.0,278.0,6.0,1651.0
Carroll,Oak Grove,1668.0,0.0,4.0,355.0,4.0,15.0,1.0,15.0,34.0,9.0,8.0,16.0,20.0,427.0,4.0,9.0,1.0,3.0,8.0,164.0,3.0,1100.0
Towns,Young Harris,3323.0,6.0,4.0,1239.0,1.0,20.0,2.0,26.0,70.0,8.0,10.0,14.0,59.0,590.0,13.0,7.0,2.0,2.0,13.0,342.0,11.0,2439.0
Towns,Macedonia,3828.0,3.0,14.0,1383.0,5.0,32.0,8.0,13.0,49.0,13.0,21.0,17.0,53.0,777.0,6.0,10.0,2.0,6.0,21.0,315.0,2.0,2750.0
Towns,Hiawassee,3542.0,7.0,5.0,1377.0,4.0,28.0,6.0,21.0,49.0,6.0,17.0,12.0,51.0,669.0,12.0,12.0,3.0,4.0,11.0,360.0,4.0,2658.0
Upson,Yatesville,1347.0,5.0,5.0,315.0,2.0,19.0,3.0,8.0,16.0,8.0,10.0,4.0,13.0,408.0,4.0,3.0,0.0,1.0,3.0,200.0,0.0,1027.0
Upson,Salem,370.0,0.0,2.0,9.0,1.0,1.0,0.0,1.0,19.0,5.0,0.0,3.0,5.0,35.0,1.0,1.0,0.0,0.0,0.0,223.0,3.0,309.0
Upson,Redbone,8219.0,9.0,10.0,1980.0,9.0,86.0,9.0,51.0,133.0,51.0,50.0,32.0,53.0,2354.0,11.0,33.0,7.0,12.0,60.0,975.0,11.0,5936.0
Upson,Town,8239.0,21.0,13.0,1335.0,11.0,69.0,17.0,55.0,290.0,110.0,37.0,96.0,97.0,1442.0,50.0,33.0,8.0,13.0,47.0,1681.0,26.0,5451.0
Jenkins,Primary School,974.0,1.0,4.0,102.0,3.0,8.0,1.0,10.0,56.0,22.0,3.0,10.0,15.0,103.0,3.0,2.0,1.0,8.0,6.0,241.0,8.0,607.0
Jenkins,Court House,1039.0,1.0,4.0,117.0,3.0,5.0,1.0,6.0,53.0,22.0,6.0,18.0,15.0,143.0,2.0,1.0,2.0,9.0,1.0,234.0,6.0,649.0
Jenkins,Perkins,1021.0,5.0,3.0,203.0,3.0,9.0,3.0,4.0,18.0,5.0,10.0,5.0,6.0,293.0,3.0,1.0,0.0,2.0,8.0,110.0,5.0,696.0
Jenkins,Senior Citizens Center,974.0,2.0,2.0,220.0,0.0,5.0,1.0,6.0,13.0,1.0,7.0,1.0,12.0,327.0,1.0,3.0,0.0,8.0,12.0,73.0,1.0,695.0
Jenkins,Four Points,1058.0,1.0,1.0,207.0,0.0,14.0,0.0,5.0,32.0,27.0,8.0,11.0,7.0,238.0,2.0,1.0,1.0,3.0,6.0,148.0,7.0,719.0
Morgan,Northeast Morgan,2919.0,6.0,5.0,404.0,3.0,17.0,8.0,9.0,135.0,32.0,8.0,42.0,42.0,490.0,14.0,8.0,3.0,8.0,8.0,873.0,20.0,2135.0
Morgan,East Morgan,2228.0,2.0,3.0,640.0,2.0,21.0,4.0,14.0,36.0,9.0,12.0,11.0,20.0,699.0,5.0,10.0,5.0,1.0,18.0,297.0,3.0,1812.0
Morgan,Beth/Springfield,862.0,0.0,2.0,255.0,1.0,7.0,3.0,6.0,22.0,3.0,2.0,2.0,5.0,274.0,2.0,5.0,0.0,0.0,2.0,99.0,0.0,690.0
Morgan,Central Morgan,2761.0,5.0,6.0,691.0,5.0,11.0,2.0,14.0,63.0,16.0,13.0,14.0,46.0,788.0,8.0,6.0,2.0,4.0,18.0,434.0,8.0,2154.0
Morgan,Clacks Chapel,709.0,0.0,2.0,214.0,0.0,9.0,0.0,5.0,8.0,2.0,2.0,4.0,7.0,271.0,1.0,4.0,0.0,0.0,3.0,66.0,0.0,598.0
Morgan,West Morgan,2655.0,2.0,8.0,671.0,1.0,20.0,4.0,13.0,43.0,6.0,10.0,11.0,20.0,944.0,9.0,11.0,9.0,3.0,12.0,302.0,6.0,2105.0
Morgan,North Morgan,2690.0,3.0,4.0,627.0,6.0,11.0,1.0,14.0,64.0,11.0,19.0,23.0,26.0,894.0,4.0,13.0,2.0,2.0,17.0,321.0,9.0,2071.0
Oglethorpe,Beaverdam,3509.0,3.0,9.0,698.0,8.0,37.0,7.0,33.0,87.0,19.0,20.0,19.0,52.0,982.0,8.0,20.0,4.0,8.0,35.0,519.0,11.0,2579.0
Oglethorpe,Crawford,3044.0,3.0,5.0,557.0,5.0,38.0,4.0,20.0,74.0,18.0,23.0,31.0,30.0,762.0,10.0,25.0,8.0,10.0,28.0,504.0,9.0,2164.0
Oglethorpe,Lexington,4291.0,10.0,13.0,921.0,3.0,34.0,9.0,22.0,118.0,24.0,25.0,44.0,50.0,1157.0,13.0,29.0,8.0,2.0,40.0,697.0,8.0,3227.0
Lowndes,Hahira Train Depot,5526.0,5.0,15.0,1213.0,5.0,77.0,17.0,38.0,196.0,54.0,45.0,60.0,78.0,1519.0,24.0,30.0,4.0,17.0,107.0,340.0,13.0,3857.0
Lowndes,Trinity,10900.0,24.0,43.0,1288.0,26.0,123.0,35.0,92.0,750.0,312.0,76.0,248.0,271.0,1677.0,115.0,87.0,23.0,54.0,129.0,1260.0,35.0,6668.0
Lowndes,Northside,17467.0,45.0,45.0,2389.0,43.0,143.0,32.0,129.0,1008.0,300.0,77.0,332.0,384.0,3231.0,144.0,77.0,30.0,105.0,144.0,1969.0,60.0,10687.0
Lowndes,Naylor,1291.0,1.0,4.0,248.0,2.0,16.0,2.0,16.0,75.0,23.0,10.0,28.0,24.0,295.0,7.0,8.0,0.0,5.0,24.0,139.0,4.0,931.0
Lowndes,Rainwater,9877.0,21.0,26.0,1698.0,26.0,105.0,24.0,101.0,540.0,162.0,58.0,156.0,210.0,1976.0,72.0,45.0,15.0,50.0,117.0,972.0,26.0,6400.0
Lowndes,Mildred,4283.0,10.0,16.0,113.0,4.0,13.0,6.0,15.0,507.0,138.0,11.0,120.0,112.0,130.0,56.0,9.0,7.0,35.0,16.0,743.0,26.0,2087.0
Lowndes,Clyattville,4755.0,12.0,11.0,870.0,9.0,89.0,12.0,47.0,208.0,60.0,58.0,53.0,65.0,968.0,26.0,13.0,8.0,23.0,64.0,301.0,14.0,2911.0
Lowndes,Dasher,4255.0,8.0,10.0,919.0,7.0,92.0,15.0,35.0,105.0,32.0,51.0,35.0,53.0,1160.0,21.0,16.0,5.0,13.0,76.0,183.0,8.0,2844.0
Lowndes,S Lowndes,3967.0,8.0,16.0,841.0,3.0,68.0,11.0,44.0,145.0,33.0,35.0,35.0,74.0,1027.0,25.0,18.0,9.0,23.0,59.0,224.0,12.0,2710.0
Lowndes,VSU UC # 2,318.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,27.0,7.0,1.0,9.0,11.0,4.0,8.0,1.0,0.0,1.0,1.0,34.0,3.0,119.0
Lowndes,Jaycee Shack,6273.0,16.0,18.0,234.0,16.0,30.0,6.0,33.0,764.0,236.0,16.0,243.0,146.0,319.0,99.0,14.0,5.0,50.0,15.0,1057.0,43.0,3360.0
Lowndes,Northgate Assembly,1997.0,2.0,5.0,213.0,5.0,22.0,4.0,16.0,103.0,22.0,9.0,31.0,29.0,238.0,15.0,5.0,2.0,8.0,13.0,144.0,5.0,891.0
Lowndes,Mt Calvary,4447.0,11.0,12.0,49.0,5.0,12.0,5.0,16.0,471.0,135.0,4.0,118.0,67.0,63.0,67.0,11.0,6.0,29.0,10.0,565.0,24.0,1680.0
Thomas,Barwick,630.0,3.0,6.0,175.0,3.0,13.0,0.0,8.0,39.0,10.0,10.0,3.0,6.0,145.0,2.0,2.0,0.0,4.0,10.0,26.0,1.0,466.0
Thomas,Boston,1632.0,4.0,3.0,279.0,5.0,16.0,3.0,13.0,167.0,28.0,12.0,31.0,28.0,234.0,15.0,5.0,2.0,11.0,20.0,228.0,10.0,1114.0
Thomas,Central,3523.0,6.0,9.0,757.0,7.0,61.0,7.0,46.0,184.0,55.0,41.0,64.0,84.0,726.0,20.0,10.0,8.0,12.0,42.0,358.0,16.0,2513.0
Thomas,Coolidge,983.0,2.0,8.0,252.0,2.0,23.0,1.0,13.0,33.0,10.0,14.0,14.0,14.0,208.0,0.0,3.0,3.0,4.0,17.0,67.0,2.0,690.0
Thomas,Douglass,2448.0,4.0,5.0,101.0,6.0,16.0,4.0,11.0,321.0,92.0,7.0,87.0,91.0,118.0,33.0,7.0,4.0,7.0,6.0,512.0,14.0,1446.0
Thomas,LIttle Ochlocknee Baptist Church1132,1132.0,6.0,6.0,351.0,2.0,18.0,1.0,15.0,46.0,18.0,16.0,11.0,14.0,283.0,4.0,6.0,1.0,5.0,20.0,66.0,1.0,890.0
Thomas,Fire Station #2,1404.0,2.0,5.0,365.0,2.0,17.0,6.0,17.0,56.0,11.0,10.0,15.0,33.0,401.0,2.0,5.0,0.0,5.0,13.0,139.0,8.0,1112.0
Thomas,Gatlin Creek,2069.0,7.0,13.0,487.0,4.0,33.0,7.0,25.0,90.0,26.0,21.0,31.0,42.0,544.0,16.0,11.0,4.0,2.0,23.0,151.0,8.0,1545.0
Thomas,Harper,2001.0,6.0,6.0,136.0,1.0,12.0,1.0,12.0,207.0,70.0,7.0,77.0,54.0,147.0,23.0,5.0,1.0,7.0,8.0,480.0,11.0,1271.0
Thomas,Jerger,1898.0,1.0,5.0,399.0,2.0,20.0,7.0,16.0,112.0,22.0,17.0,36.0,43.0,453.0,17.0,12.0,2.0,12.0,10.0,254.0,2.0,1442.0
Thomas,Meigs,864.0,5.0,4.0,171.0,0.0,11.0,3.0,3.0,56.0,18.0,7.0,17.0,9.0,144.0,5.0,0.0,1.0,2.0,3.0,109.0,6.0,574.0
Thomas,Metcalfe,299.0,0.0,2.0,61.0,0.0,1.0,3.0,1.0,12.0,3.0,3.0,1.0,10.0,89.0,2.0,1.0,0.0,0.0,1.0,30.0,0.0,220.0
Thomas,New Covenant,2155.0,6.0,9.0,529.0,4.0,38.0,7.0,26.0,71.0,31.0,20.0,24.0,48.0,500.0,10.0,9.0,1.0,5.0,31.0,187.0,4.0,1560.0
Thomas,Ochlocknee,1175.0,3.0,5.0,309.0,4.0,25.0,2.0,13.0,36.0,12.0,23.0,8.0,19.0,271.0,8.0,2.0,0.0,1.0,17.0,54.0,0.0,812.0
Thomas,Pavo,673.0,2.0,0.0,185.0,1.0,15.0,1.0,6.0,15.0,4.0,11.0,2.0,6.0,168.0,5.0,4.0,1.0,4.0,13.0,43.0,0.0,486.0
Thomas,Remington Esc,2190.0,7.0,17.0,407.0,4.0,33.0,4.0,15.0,133.0,35.0,15.0,49.0,57.0,452.0,18.0,11.0,1.0,8.0,21.0,287.0,5.0,1579.0
Thomas,Resource Center,1363.0,3.0,7.0,30.0,2.0,2.0,4.0,3.0,195.0,55.0,2.0,50.0,38.0,33.0,19.0,4.0,1.0,13.0,4.0,381.0,13.0,859.0
Thomas,Scott,2491.0,6.0,6.0,490.0,8.0,37.0,5.0,26.0,129.0,44.0,26.0,32.0,82.0,552.0,22.0,9.0,3.0,9.0,21.0,376.0,7.0,1890.0
Thomas,Merrillville,701.0,4.0,4.0,165.0,1.0,19.0,1.0,8.0,40.0,10.0,13.0,12.0,10.0,140.0,5.0,2.0,1.0,1.0,9.0,40.0,3.0,488.0
Thomas,Patten,397.0,1.0,0.0,110.0,1.0,8.0,2.0,5.0,11.0,3.0,2.0,3.0,4.0,117.0,3.0,1.0,0.0,0.0,4.0,21.0,0.0,296.0
Burke,Alexander,389.0,0.0,0.0,45.0,0.0,2.0,0.0,2.0,8.0,6.0,5.0,6.0,2.0,100.0,1.0,0.0,1.0,14.0,2.0,74.0,0.0,268.0
Burke,Four Points,2558.0,3.0,8.0,350.0,3.0,16.0,2.0,17.0,81.0,20.0,18.0,19.0,18.0,643.0,13.0,9.0,2.0,46.0,17.0,289.0,10.0,1584.0
Burke,Girard,733.0,0.0,0.0,73.0,0.0,0.0,3.0,1.0,42.0,3.0,4.0,7.0,14.0,145.0,7.0,0.0,0.0,19.0,1.0,142.0,5.0,466.0
Burke,Gough,434.0,1.0,1.0,42.0,0.0,3.0,0.0,0.0,22.0,4.0,4.0,2.0,8.0,65.0,0.0,3.0,0.0,17.0,1.0,127.0,4.0,304.0
Burke,Greenscut,1036.0,1.0,0.0,145.0,0.0,5.0,2.0,7.0,42.0,10.0,6.0,8.0,16.0,228.0,6.0,3.0,3.0,9.0,5.0,175.0,0.0,671.0
Burke,Keysville,476.0,2.0,1.0,41.0,2.0,2.0,1.0,2.0,23.0,11.0,1.0,5.0,9.0,69.0,1.0,0.0,0.0,11.0,3.0,75.0,0.0,259.0
Burke,Midville,492.0,1.0,1.0,57.0,0.0,2.0,0.0,1.0,22.0,9.0,5.0,6.0,7.0,54.0,0.0,1.0,2.0,13.0,0.0,112.0,3.0,296.0
Burke,Munnerlyn,299.0,0.0,2.0,39.0,1.0,1.0,0.0,2.0,12.0,0.0,2.0,7.0,2.0,68.0,0.0,1.0,0.0,3.0,0.0,52.0,0.0,192.0
Burke,Sardis,1049.0,1.0,2.0,133.0,0.0,9.0,0.0,3.0,43.0,15.0,8.0,7.0,14.0,210.0,6.0,5.0,0.0,12.0,6.0,163.0,2.0,639.0
Burke,Scotts Crossroads,294.0,1.0,1.0,26.0,0.0,3.0,0.0,0.0,18.0,9.0,4.0,2.0,2.0,30.0,3.0,0.0,0.0,5.0,0.0,78.0,3.0,185.0
Burke,Telfair,1121.0,0.0,2.0,142.0,1.0,9.0,2.0,6.0,37.0,11.0,6.0,4.0,15.0,196.0,7.0,4.0,0.0,28.0,6.0,215.0,0.0,691.0
Burke,St Clair,442.0,0.0,2.0,66.0,1.0,4.0,1.0,2.0,16.0,6.0,4.0,3.0,3.0,93.0,0.0,3.0,0.0,7.0,3.0,94.0,3.0,311.0
Burke,Vidette,313.0,0.0,1.0,48.0,2.0,2.0,0.0,1.0,18.0,5.0,1.0,2.0,0.0,51.0,2.0,1.0,1.0,5.0,3.0,59.0,3.0,205.0
Burke,North Waynesboro,2949.0,2.0,5.0,174.0,5.0,9.0,1.0,10.0,202.0,59.0,13.0,47.0,47.0,258.0,30.0,9.0,1.0,89.0,4.0,766.0,9.0,1740.0
Burke,South Waynesboro,3290.0,6.0,6.0,485.0,4.0,19.0,2.0,14.0,156.0,46.0,16.0,39.0,45.0,714.0,19.0,9.0,5.0,49.0,14.0,605.0,11.0,2264.0
Burke,Blakeney,681.0,0.0,1.0,50.0,0.0,5.0,0.0,3.0,40.0,11.0,3.0,9.0,19.0,94.0,0.0,0.0,2.0,17.0,3.0,132.0,1.0,390.0
Warren,Warrenton,3785.0,11.0,10.0,451.0,6.0,20.0,3.0,13.0,249.0,72.0,16.0,89.0,62.0,635.0,23.0,8.0,5.0,85.0,9.0,829.0,17.0,2613.0
Johnson,Wrightsville,3113.0,8.0,7.0,542.0,3.0,21.0,3.0,13.0,156.0,29.0,16.0,57.0,17.0,623.0,15.0,9.0,0.0,7.0,11.0,589.0,6.0,2132.0
Johnson,Smith,796.0,2.0,1.0,213.0,0.0,5.0,1.0,4.0,13.0,2.0,8.0,2.0,3.0,273.0,1.0,1.0,2.0,2.0,3.0,37.0,0.0,573.0
Johnson,Bray,790.0,0.0,2.0,213.0,1.0,5.0,2.0,10.0,22.0,9.0,5.0,8.0,3.0,204.0,2.0,2.0,0.0,0.0,7.0,99.0,2.0,596.0
Johnson,Kite,912.0,2.0,1.0,275.0,0.0,13.0,0.0,7.0,6.0,3.0,11.0,5.0,2.0,276.0,0.0,2.0,2.0,1.0,14.0,38.0,2.0,660.0
White,Blue Creek,2352.0,4.0,5.0,850.0,3.0,20.0,5.0,19.0,40.0,7.0,11.0,9.0,31.0,500.0,2.0,14.0,5.0,1.0,10.0,237.0,2.0,1775.0
White,Blue Ridge,929.0,2.0,0.0,315.0,2.0,7.0,2.0,10.0,6.0,0.0,6.0,5.0,7.0,208.0,1.0,4.0,5.0,0.0,1.0,59.0,1.0,641.0
White,Helen,609.0,0.0,1.0,187.0,0.0,4.0,0.0,4.0,16.0,3.0,3.0,1.0,7.0,100.0,0.0,3.0,1.0,1.0,5.0,74.0,2.0,412.0
White,Mossy Creek,3164.0,3.0,7.0,1233.0,2.0,30.0,2.0,20.0,22.0,7.0,17.0,5.0,22.0,633.0,3.0,16.0,4.0,1.0,22.0,185.0,3.0,2237.0
White,Mt Yonah,4468.0,5.0,5.0,1603.0,5.0,35.0,5.0,31.0,67.0,12.0,30.0,15.0,43.0,827.0,5.0,24.0,4.0,3.0,24.0,338.0,11.0,3092.0
White,Nacoochee,1552.0,4.0,4.0,521.0,6.0,11.0,4.0,8.0,25.0,5.0,6.0,5.0,19.0,317.0,5.0,8.0,1.0,1.0,5.0,270.0,2.0,1227.0
White,Robertstown,407.0,0.0,0.0,138.0,0.0,3.0,2.0,4.0,7.0,0.0,3.0,2.0,8.0,84.0,2.0,5.0,1.0,0.0,3.0,49.0,2.0,313.0
White,Shoal Creek,2538.0,2.0,9.0,951.0,4.0,11.0,1.0,22.0,21.0,8.0,14.0,6.0,24.0,452.0,5.0,13.0,5.0,1.0,5.0,106.0,3.0,1663.0
White,Tesnatee,1231.0,1.0,3.0,451.0,2.0,8.0,0.0,10.0,16.0,4.0,7.0,3.0,15.0,248.0,2.0,2.0,1.0,0.0,5.0,112.0,3.0,893.0
White,Town Creek,1593.0,4.0,2.0,556.0,0.0,12.0,6.0,14.0,20.0,4.0,7.0,5.0,17.0,332.0,4.0,14.0,1.0,2.0,7.0,115.0,2.0,1124.0
White,White Creek,1779.0,1.0,4.0,766.0,5.0,11.0,0.0,11.0,20.0,0.0,10.0,5.0,16.0,332.0,4.0,11.0,0.0,2.0,8.0,59.0,4.0,1269.0
Bartow,Adairsville,6995.0,17.0,19.0,1357.0,15.0,88.0,19.0,56.0,117.0,29.0,49.0,29.0,64.0,2027.0,17.0,46.0,15.0,15.0,86.0,621.0,21.0,4707.0
Bartow,Allatoona,4729.0,9.0,12.0,630.0,11.0,46.0,9.0,32.0,91.0,24.0,21.0,35.0,69.0,1150.0,16.0,43.0,6.0,3.0,30.0,428.0,15.0,2680.0
Bartow,Cartersville East,6805.0,15.0,17.0,943.0,14.0,68.0,15.0,60.0,216.0,83.0,40.0,80.0,122.0,1582.0,36.0,42.0,4.0,5.0,40.0,953.0,18.0,4353.0
Bartow,Cartersville West,8129.0,12.0,20.0,1366.0,10.0,61.0,13.0,57.0,189.0,67.0,42.0,65.0,163.0,2395.0,31.0,43.0,10.0,13.0,53.0,1150.0,16.0,5776.0
Bartow,Cassville,4588.0,11.0,20.0,767.0,5.0,62.0,13.0,32.0,131.0,42.0,24.0,59.0,79.0,1261.0,28.0,41.0,6.0,9.0,36.0,636.0,13.0,3275.0
Bartow,Center,4007.0,4.0,12.0,818.0,13.0,37.0,10.0,34.0,75.0,19.0,18.0,26.0,48.0,1323.0,11.0,24.0,10.0,2.0,32.0,374.0,6.0,2896.0
Bartow,Emerson,3122.0,2.0,6.0,551.0,7.0,34.0,5.0,21.0,43.0,9.0,10.0,19.0,37.0,931.0,9.0,13.0,1.0,3.0,20.0,274.0,7.0,2002.0
Bartow,Euharlee,5322.0,8.0,17.0,898.0,9.0,75.0,8.0,62.0,121.0,29.0,48.0,43.0,71.0,1641.0,20.0,40.0,13.0,5.0,52.0,542.0,12.0,3714.0
Bartow,Folsom,1448.0,2.0,6.0,316.0,3.0,19.0,1.0,14.0,15.0,2.0,8.0,4.0,9.0,497.0,4.0,5.0,3.0,3.0,9.0,75.0,1.0,996.0
Bartow,Hamilton Crossing,6598.0,8.0,13.0,1088.0,11.0,61.0,7.0,45.0,151.0,43.0,42.0,48.0,83.0,1847.0,16.0,34.0,13.0,6.0,56.0,546.0,11.0,4129.0
Bartow,Kingston,2674.0,4.0,9.0,545.0,3.0,41.0,3.0,24.0,35.0,7.0,16.0,11.0,15.0,872.0,8.0,14.0,1.0,1.0,31.0,208.0,5.0,1853.0
Bartow,Mission Road,4012.0,16.0,10.0,774.0,12.0,43.0,9.0,25.0,87.0,29.0,22.0,33.0,58.0,1094.0,15.0,15.0,7.0,5.0,28.0,453.0,11.0,2746.0
Bartow,Pine Log,2132.0,4.0,7.0,509.0,4.0,29.0,2.0,19.0,21.0,9.0,16.0,8.0,23.0,739.0,4.0,18.0,2.0,2.0,25.0,118.0,5.0,1564.0
Bartow,Taylorsville,2829.0,6.0,6.0,599.0,7.0,31.0,7.0,18.0,23.0,6.0,18.0,6.0,19.0,1088.0,4.0,18.0,3.0,2.0,46.0,143.0,1.0,2051.0
Bartow,White,2723.0,2.0,3.0,568.0,8.0,38.0,7.0,18.0,20.0,6.0,22.0,13.0,18.0,939.0,11.0,16.0,1.0,4.0,28.0,189.0,5.0,1916.0
Bartow,Zena Drive,6431.0,14.0,17.0,856.0,22.0,66.0,18.0,59.0,197.0,58.0,31.0,77.0,106.0,1238.0,34.0,39.0,11.0,6.0,55.0,771.0,23.0,3698.0
Bartow,Woodland,1865.0,4.0,10.0,305.0,6.0,21.0,2.0,12.0,39.0,9.0,12.0,20.0,41.0,559.0,4.0,20.0,4.0,2.0,13.0,174.0,5.0,1262.0
Bacon,Douglas,6720.0,8.0,13.0,1646.0,10.0,93.0,9.0,46.0,105.0,39.0,86.0,35.0,49.0,1547.0,12.0,12.0,3.0,7.0,462.0,315.0,15.0,4512.0
Rabun,Rabun County,13072.0,28.0,39.0,4576.0,30.0,102.0,15.0,86.0,191.0,42.0,74.0,53.0,207.0,2475.0,41.0,71.0,17.0,26.0,69.0,1223.0,21.0,9386.0
Hall,Wilson,0.0,5.0,15.0,1889.0,10.0,31.0,6.0,21.0,179.0,34.0,26.0,55.0,57.0,967.0,21.0,26.0,11.0,15.0,15.0,802.0,20.0,4205.0
Hall,Chicopee,0.0,8.0,14.0,690.0,7.0,29.0,11.0,30.0,217.0,50.0,24.0,62.0,80.0,410.0,31.0,22.0,13.0,11.0,20.0,457.0,11.0,2197.0
Hall,Oakwood I,0.0,10.0,8.0,551.0,14.0,13.0,3.0,18.0,131.0,34.0,8.0,37.0,54.0,347.0,27.0,18.0,4.0,6.0,11.0,375.0,7.0,1676.0
Hall,Oakwood II,0.0,9.0,10.0,1425.0,6.0,33.0,6.0,17.0,96.0,19.0,17.0,36.0,50.0,765.0,18.0,24.0,7.0,10.0,20.0,454.0,6.0,3028.0
Hall,Flowery Branch I,0.0,3.0,11.0,1259.0,15.0,35.0,11.0,32.0,95.0,31.0,21.0,32.0,68.0,1028.0,17.0,40.0,4.0,4.0,29.0,493.0,9.0,3237.0
Hall,Flowery Branch II,0.0,4.0,11.0,847.0,14.0,32.0,9.0,30.0,96.0,30.0,25.0,26.0,52.0,740.0,11.0,35.0,9.0,3.0,19.0,436.0,8.0,2437.0
Hall,Roberts,0.0,9.0,13.0,1577.0,9.0,39.0,10.0,47.0,133.0,29.0,38.0,34.0,80.0,1398.0,16.0,45.0,10.0,4.0,29.0,644.0,13.0,4177.0
Hall,Morgan I,0.0,13.0,11.0,1402.0,3.0,30.0,12.0,29.0,74.0,12.0,15.0,19.0,35.0,912.0,15.0,22.0,3.0,6.0,17.0,367.0,3.0,3000.0
Hall,Morgan II,0.0,14.0,11.0,1472.0,10.0,27.0,12.0,30.0,151.0,35.0,20.0,50.0,74.0,823.0,32.0,15.0,13.0,5.0,24.0,581.0,16.0,3415.0
Hall,Candler,0.0,18.0,16.0,1605.0,11.0,58.0,16.0,27.0,237.0,51.0,35.0,66.0,92.0,923.0,36.0,29.0,8.0,12.0,17.0,585.0,18.0,3860.0
